Gene,locus_tag(gene),old_locus_tag(gene),locus_tag(cds),old_locus_tag(cds),codonStart,translTable,product,protein _id,Unnamed: 9
gene=2123808..2124140,"locus_tag=""MXAN_RS08695""","old_locus_tag=""MXAN_1796""","locus_tag=""MXAN_RS08695""","old_locus_tag=""MXAN_1796""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_216608931.1"" ",
gene=complement(<2124504..2125447),"locus_tag=""MXAN_RS08700""","old_locus_tag=""MXAN_1797""","locus_tag=""MXAN_RS08700""","old_locus_tag=""MXAN_1797""",codon_start=1,transl_table=11,"product=""IS3-like element ISMxa2 family transposase"" ",,
gene=complement(<2125553..2125804),"locus_tag=""MXAN_RS36650""","old_locus_tag=""MXAN_1799""","locus_tag=""MXAN_RS36650""","old_locus_tag=""MXAN_1799""",codon_start=1,transl_table=11,"product=""transposase"" ",,
gene=2125939..2127300,"locus_tag=""MXAN_RS08710""","old_locus_tag=""MXAN_1800""","locus_tag=""MXAN_RS08710""","old_locus_tag=""MXAN_1800""",codon_start=1,transl_table=11,"product=""IS701 family transposase""","protein_id=""WP_011551905.1"" ",
gene=2127889..2128443,"locus_tag=""MXAN_RS08715""","old_locus_tag=""MXAN_1801""","locus_tag=""MXAN_RS08715""","old_locus_tag=""MXAN_1801""",codon_start=1,transl_table=11,"product=""dihydrofolate reductase family protein""","protein_id=""WP_011551906.1"" ",
gene=2129844..2130011,"locus_tag=""MXAN_RS38085""","old_locus_tag=""MXAN_1804""","locus_tag=""MXAN_RS38085""","old_locus_tag=""MXAN_1804""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011551909.1"" ",
gene=complement(2130163..2130984),"locus_tag=""MXAN_RS08725""","old_locus_tag=""MXAN_1805""","locus_tag=""MXAN_RS08725""","old_locus_tag=""MXAN_1805""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011551910.1"" ",
gene=complement(2131000..2131926),"locus_tag=""MXAN_RS08730""","old_locus_tag=""MXAN_1806""","locus_tag=""MXAN_RS08730""","old_locus_tag=""MXAN_1806""",codon_start=1,transl_table=11,"product=""DUF488 family protein""","protein_id=""WP_020478948.1"" ",
gene=complement(2131923..2132180),"locus_tag=""MXAN_RS36660""","old_locus_tag=""MXAN_1807""","locus_tag=""MXAN_RS36660""","old_locus_tag=""MXAN_1807""",codon_start=1,transl_table=11,"product=""excisionase family DNA-binding protein""","protein_id=""WP_011551912.1"" ",
gene=2132683..2137653,"locus_tag=""MXAN_RS08735""","old_locus_tag=""MXAN_1808""","locus_tag=""MXAN_RS08735""","old_locus_tag=""MXAN_1808""",codon_start=1,transl_table=11,"protein_id=""WP_011551913.1"" ",,
gene=complement(2138524..2139405),"locus_tag=""MXAN_RS08740""","old_locus_tag=""MXAN_1809""","locus_tag=""MXAN_RS08740""","old_locus_tag=""MXAN_1809""",codon_start=1,transl_table=11,"product=""GIY-YIG nuclease family protein""","protein_id=""WP_225909848.1"" ",
gene=2140040..2140654,"locus_tag=""MXAN_RS08745""","old_locus_tag=""MXAN_1810""","locus_tag=""MXAN_RS08745""","old_locus_tag=""MXAN_1810""",codon_start=1,transl_table=11,"product=""RDD family protein""","protein_id=""WP_011551915.1"" ",
gene=2140707..2142578,"locus_tag=""MXAN_RS08750""","old_locus_tag=""MXAN_1811""","locus_tag=""MXAN_RS08750""","old_locus_tag=""MXAN_1811""",codon_start=1,transl_table=11,"product=""HEAT repeat domain-containing protein""","protein_id=""WP_020480807.1"" ",
gene=complement(2142642..2143064),"locus_tag=""MXAN_RS39260""",,"locus_tag=""MXAN_RS39260""",,codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_020478943.1"" ",
gene=complement(2143618..2144346),"locus_tag=""MXAN_RS38645""","old_locus_tag=""MXAN_1812""","locus_tag=""MXAN_RS38645""","old_locus_tag=""MXAN_1812""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011551917.1"" ",
gene=complement(2144359..2145612),"locus_tag=""MXAN_RS08765""","old_locus_tag=""MXAN_1813""","locus_tag=""MXAN_RS08765""","old_locus_tag=""MXAN_1813""",codon_start=1,transl_table=11,"product=""DUF4150 domain-containing protein""","protein_id=""WP_011551918.1"" ",
gene=complement(2145600..2146691),"locus_tag=""MXAN_RS08770""","old_locus_tag=""MXAN_1814""","locus_tag=""MXAN_RS08770""","old_locus_tag=""MXAN_1814""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011551919.1"" ",
gene=complement(2146693..2147697),"locus_tag=""MXAN_RS08775""","old_locus_tag=""MXAN_1815""","locus_tag=""MXAN_RS08775""","old_locus_tag=""MXAN_1815""",codon_start=1,transl_table=11,"product=""DUF2169 domain-containing protein""","protein_id=""WP_011551920.1"" ",
gene=complement(2147726..2149021),"locus_tag=""MXAN_RS08780""","old_locus_tag=""MXAN_1816""","locus_tag=""MXAN_RS08780""","old_locus_tag=""MXAN_1816""",codon_start=1,transl_table=11,"product=""TIGR02270 family protein""","protein_id=""WP_011551921.1"" ",
gene=2149470..2149844,"locus_tag=""MXAN_RS08785""",,"locus_tag=""MXAN_RS08785""",,codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_020478941.1"" ",
gene=complement(2149890..2150132),"locus_tag=""MXAN_RS08790""","old_locus_tag=""MXAN_1818""","locus_tag=""MXAN_RS08790""","old_locus_tag=""MXAN_1818""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_275955114.1"" ",
gene=complement(2150126..2150515),"locus_tag=""MXAN_RS08795""","old_locus_tag=""MXAN_1819""","locus_tag=""MXAN_RS08795""","old_locus_tag=""MXAN_1819""",codon_start=1,transl_table=11,"product=""gamma-glutamylcyclotransferase""","protein_id=""WP_011551924.1"" ",
gene=complement(2150512..2150952),"locus_tag=""MXAN_RS08800""","old_locus_tag=""MXAN_1820""","locus_tag=""MXAN_RS08800""","old_locus_tag=""MXAN_1820""",codon_start=1,transl_table=11,"product=""gamma-glutamylcyclotransferase family protein""","protein_id=""WP_011551925.1"" ",
gene=complement(2151484..2152440),"locus_tag=""MXAN_RS08810""","old_locus_tag=""MXAN_1821""","locus_tag=""MXAN_RS08810""","old_locus_tag=""MXAN_1821""",codon_start=1,transl_table=11,"product=""amidoligase family protein""","protein_id=""WP_011551926.1"" ",
gene=complement(2152820..2153125),"locus_tag=""MXAN_RS08815""","old_locus_tag=""MXAN_1822""","locus_tag=""MXAN_RS08815""","old_locus_tag=""MXAN_1822""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011551927.1"" ",
gene=complement(2153291..2153632),"locus_tag=""MXAN_RS08820""","old_locus_tag=""MXAN_1823""","locus_tag=""MXAN_RS08820""","old_locus_tag=""MXAN_1823""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_020478937.1"" ",
gene=complement(2153846..2154187),"locus_tag=""MXAN_RS08825""","old_locus_tag=""MXAN_1824""","locus_tag=""MXAN_RS08825""","old_locus_tag=""MXAN_1824""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_020478936.1"" ",
gene=complement(2154404..2154742),"locus_tag=""MXAN_RS08830""","old_locus_tag=""MXAN_1826""","locus_tag=""MXAN_RS08830""","old_locus_tag=""MXAN_1826""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_020479225.1"" ",
gene=complement(2154916..2155338),"locus_tag=""MXAN_RS08835""","old_locus_tag=""MXAN_1827""","locus_tag=""MXAN_RS08835""","old_locus_tag=""MXAN_1827""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_225909849.1"" ",
gene=complement(2155409..2156080),"locus_tag=""MXAN_RS08840""","old_locus_tag=""MXAN_1828""","locus_tag=""MXAN_RS08840""","old_locus_tag=""MXAN_1828""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_020480819.1"" ",
gene=complement(2156450..2156812),"locus_tag=""MXAN_RS08845""",,"locus_tag=""MXAN_RS08845""",,codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_020479125.1"" ",
gene=complement(2156821..2157441),"locus_tag=""MXAN_RS08850""","old_locus_tag=""MXAN_1829""","locus_tag=""MXAN_RS08850""","old_locus_tag=""MXAN_1829""",codon_start=1,transl_table=11,"product=""DUF2924 domain-containing protein""","protein_id=""WP_020479223.1"" ",
gene=complement(2157556..2157771),"locus_tag=""MXAN_RS08855""","old_locus_tag=""MXAN_1831""","locus_tag=""MXAN_RS08855""","old_locus_tag=""MXAN_1831""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011551933.1"" ",
gene=complement(2157844..2158125),"locus_tag=""MXAN_RS37535""",,"locus_tag=""MXAN_RS37535""",,codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_141276993.1"" ",
gene=complement(2158210..2158494),"locus_tag=""MXAN_RS08860""","old_locus_tag=""MXAN_1832""","locus_tag=""MXAN_RS08860""","old_locus_tag=""MXAN_1832""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_020479221.1"" ",
gene=complement(2158681..2158941),"locus_tag=""MXAN_RS08865""","old_locus_tag=""MXAN_1833""","locus_tag=""MXAN_RS08865""","old_locus_tag=""MXAN_1833""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011551935.1"" ",
gene=complement(2159061..2159516),"locus_tag=""MXAN_RS08870""","old_locus_tag=""MXAN_1834""","locus_tag=""MXAN_RS08870""","old_locus_tag=""MXAN_1834""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011551936.1"" ",
gene=complement(2159527..2161437),"locus_tag=""MXAN_RS08875""","old_locus_tag=""MXAN_1835""","locus_tag=""MXAN_RS08875""","old_locus_tag=""MXAN_1835""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011551937.1"" ",
gene=complement(2161502..2162839),"locus_tag=""MXAN_RS08880""","old_locus_tag=""MXAN_1836""","locus_tag=""MXAN_RS08880""","old_locus_tag=""MXAN_1836""",codon_start=1,transl_table=11,"product=""tail protein""","protein_id=""WP_011551938.1"" ",
gene=complement(2162849..2163244),"locus_tag=""MXAN_RS08885""","old_locus_tag=""MXAN_1837""","locus_tag=""MXAN_RS08885""","old_locus_tag=""MXAN_1837""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_026114341.1"" ",
gene=complement(2163250..2163945),"locus_tag=""MXAN_RS08890""","old_locus_tag=""MXAN_1838""","locus_tag=""MXAN_RS08890""","old_locus_tag=""MXAN_1838""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011551940.1"" ",
gene=complement(2163953..2164483),"locus_tag=""MXAN_RS08895""","old_locus_tag=""MXAN_1839""","locus_tag=""MXAN_RS08895""","old_locus_tag=""MXAN_1839""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011551941.1"" ",
gene=complement(2164485..2166014),"locus_tag=""MXAN_RS08900""","old_locus_tag=""MXAN_1840""","locus_tag=""MXAN_RS08900""","old_locus_tag=""MXAN_1840""",codon_start=1,transl_table=11,"protein_id=""WP_020479219.1"" ",,
gene=complement(2166132..2166995),"locus_tag=""MXAN_RS08905""","old_locus_tag=""MXAN_1841""","locus_tag=""MXAN_RS08905""","old_locus_tag=""MXAN_1841""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011551943.1"" ",
gene=complement(2167051..2167431),"locus_tag=""MXAN_RS08910""","old_locus_tag=""MXAN_1842""","locus_tag=""MXAN_RS08910""","old_locus_tag=""MXAN_1842""",codon_start=1,transl_table=11,"protein_id=""WP_011551944.1"" ",,
gene=complement(2167442..2168116),"locus_tag=""MXAN_RS08915""","old_locus_tag=""MXAN_1843""","locus_tag=""MXAN_RS08915""","old_locus_tag=""MXAN_1843""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_020479216.1"" ",
gene=complement(2168125..2168703),"locus_tag=""MXAN_RS08920""","old_locus_tag=""MXAN_1844""","locus_tag=""MXAN_RS08920""","old_locus_tag=""MXAN_1844""",codon_start=1,transl_table=11,"product=""phage baseplate assembly protein V""","protein_id=""WP_011551946.1"" ",
gene=complement(2168714..2169997),"locus_tag=""MXAN_RS08925""","old_locus_tag=""MXAN_1845""","locus_tag=""MXAN_RS08925""","old_locus_tag=""MXAN_1845""",codon_start=1,transl_table=11,"product=""phage late control D family protein""","protein_id=""WP_011551947.1"" ",
gene=complement(2169994..2170335),"locus_tag=""MXAN_RS08930""","old_locus_tag=""MXAN_1846""","locus_tag=""MXAN_RS08930""","old_locus_tag=""MXAN_1846""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011551948.1"" ",
gene=complement(2170335..2170847),"locus_tag=""MXAN_RS08935""","old_locus_tag=""MXAN_1847""","locus_tag=""MXAN_RS08935""","old_locus_tag=""MXAN_1847""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011551949.1"" ",
gene=complement(2170863..2173556),"locus_tag=""MXAN_RS08940""","old_locus_tag=""MXAN_1848""","locus_tag=""MXAN_RS08940""","old_locus_tag=""MXAN_1848""",codon_start=1,transl_table=11,"product=""phage tail tape measure protein""","protein_id=""WP_011551950.1"" ",
gene=complement(2173560..2173751),"locus_tag=""MXAN_RS08945""","old_locus_tag=""MXAN_1849""","locus_tag=""MXAN_RS08945""","old_locus_tag=""MXAN_1849""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011551951.1"" ",
gene=complement(2173748..2174521),"locus_tag=""MXAN_RS08950""","old_locus_tag=""MXAN_1850""","locus_tag=""MXAN_RS08950""","old_locus_tag=""MXAN_1850""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011551952.1"" ",
gene=complement(2175066..2175527),"locus_tag=""MXAN_RS08955""","old_locus_tag=""MXAN_1851""","locus_tag=""MXAN_RS08955""","old_locus_tag=""MXAN_1851""",codon_start=1,transl_table=11,"product=""phage tail protein""","protein_id=""WP_011551953.1"" ",
gene=complement(2175538..2176266),"locus_tag=""MXAN_RS08960""","old_locus_tag=""MXAN_1852""","locus_tag=""MXAN_RS08960""","old_locus_tag=""MXAN_1852""",codon_start=1,transl_table=11,"product=""phage tail sheath family protein""","protein_id=""WP_011551954.1"" ",
gene=complement(2176220..2177755),"locus_tag=""MXAN_RS08965""","old_locus_tag=""MXAN_1853""","locus_tag=""MXAN_RS08965""","old_locus_tag=""MXAN_1853""",codon_start=1,transl_table=11,"product=""heme-binding protein""","protein_id=""WP_011551955.1"" ",
gene=complement(2177752..2178084),"locus_tag=""MXAN_RS38090""","old_locus_tag=""MXAN_1854""","locus_tag=""MXAN_RS38090""","old_locus_tag=""MXAN_1854""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011551956.1"" ",
gene=complement(2178081..2178983),"locus_tag=""MXAN_RS08975""","old_locus_tag=""MXAN_1855""","locus_tag=""MXAN_RS08975""","old_locus_tag=""MXAN_1855""",codon_start=1,transl_table=11,"protein_id=""WP_011551957.1"" ",,
gene=complement(2178983..2179588),"locus_tag=""MXAN_RS08980""","old_locus_tag=""MXAN_1856""","locus_tag=""MXAN_RS08980""","old_locus_tag=""MXAN_1856""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011551958.1"" ",
gene=complement(2179596..2180237),"locus_tag=""MXAN_RS08985""","old_locus_tag=""MXAN_1857""","locus_tag=""MXAN_RS08985""","old_locus_tag=""MXAN_1857""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011551959.1"" ",
gene=complement(2180234..2180527),"locus_tag=""MXAN_RS08990""","old_locus_tag=""MXAN_1858""","locus_tag=""MXAN_RS08990""","old_locus_tag=""MXAN_1858""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011551960.1"" ",
gene=complement(2180524..2181048),"locus_tag=""MXAN_RS08995""","old_locus_tag=""MXAN_1859""","locus_tag=""MXAN_RS08995""","old_locus_tag=""MXAN_1859""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011551961.1"" ",
gene=complement(2181048..2181686),"locus_tag=""MXAN_RS09000""","old_locus_tag=""MXAN_1860""","locus_tag=""MXAN_RS09000""","old_locus_tag=""MXAN_1860""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011551962.1"" ",
gene=complement(2181688..2182065),"locus_tag=""MXAN_RS09005""","old_locus_tag=""MXAN_1861""","locus_tag=""MXAN_RS09005""","old_locus_tag=""MXAN_1861""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_020479213.1"" ",
gene=complement(2182154..2183014),"locus_tag=""MXAN_RS09010""","old_locus_tag=""MXAN_1862""","locus_tag=""MXAN_RS09010""","old_locus_tag=""MXAN_1862""",codon_start=1,transl_table=11,"product=""phage major capsid protein""","protein_id=""WP_011551964.1"" ",
gene=complement(2183059..2183724),"locus_tag=""MXAN_RS09015""","old_locus_tag=""MXAN_1863""","locus_tag=""MXAN_RS09015""","old_locus_tag=""MXAN_1863""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011551965.1"" ",
gene=complement(2183721..2185073),"locus_tag=""MXAN_RS09020""","old_locus_tag=""MXAN_1864""","locus_tag=""MXAN_RS09020""","old_locus_tag=""MXAN_1864""",codon_start=1,transl_table=11,"product=""XkdF-like putative serine proteasedomain-containing protein""","protein_id=""WP_020479212.1"" ",
gene=complement(2185306..2186385),"locus_tag=""MXAN_RS09030""","old_locus_tag=""MXAN_1866""","locus_tag=""MXAN_RS09030""","old_locus_tag=""MXAN_1866""",codon_start=1,transl_table=11,"product=""head morpho",,
"genesis protein""","protein_id=""WP_011551968.1"" ","protein_id=""WP_011551968.1"" ","protein_id=""WP_011551968.1"" ","protein_id=""WP_011551968.1"" ",,,,,
gene=complement(2186366..2186647),"locus_tag=""MXAN_RS09035""","old_locus_tag=""MXAN_1867""","locus_tag=""MXAN_RS09035""","old_locus_tag=""MXAN_1867""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011551969.1"" ",
gene=complement(2186644..2188443),"locus_tag=""MXAN_RS09040""","old_locus_tag=""MXAN_1868""","locus_tag=""MXAN_RS09040""","old_locus_tag=""MXAN_1868""",codon_start=1,transl_table=11,"product=""phage portal protein""","protein_id=""WP_225909850.1"" ",
gene=complement(2188440..2188640),"locus_tag=""MXAN_RS38650""",,"locus_tag=""MXAN_RS38650""",,codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_225909851.1"" ",
gene=2189014..2189208,"locus_tag=""MXAN_RS36670""",,"locus_tag=""MXAN_RS36670""",,codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_225909852.1"" ",
gene=2189330..2190244,"locus_tag=""MXAN_RS09045""","old_locus_tag=""MXAN_1869""","locus_tag=""MXAN_RS09045""","old_locus_tag=""MXAN_1869""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_020479210.1"" ",
gene=complement(2190263..2191192),"locus_tag=""MXAN_RS37540""",,"locus_tag=""MXAN_RS37540""",,codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_141276935.1"" ",
gene=complement(2191309..2192154),"locus_tag=""MXAN_RS37545""",,"locus_tag=""MXAN_RS37545""",,codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_141276933.1"" ",
gene=complement(2192254..2192796),"locus_tag=""MXAN_RS39265""","old_locus_tag=""MXAN_1870""","locus_tag=""MXAN_RS39265""","old_locus_tag=""MXAN_1870""",codon_start=1,transl_table=11,"product=""terminase""","protein_id=""WP_331274234.1"" ",
gene=complement(2193700..2194512),"locus_tag=""MXAN_RS09065""","old_locus_tag=""MXAN_1872""","locus_tag=""MXAN_RS09065""","old_locus_tag=""MXAN_1872""",codon_start=1,transl_table=11,"product=""BRO family protein""","protein_id=""WP_011551974.1"" ",
gene=2194655..2195269,"locus_tag=""MXAN_RS09070""","old_locus_tag=""MXAN_1873""","locus_tag=""MXAN_RS09070""","old_locus_tag=""MXAN_1873""",codon_start=1,transl_table=11,"protein_id=""WP_026114349.1"" ",,
